subdistrict,NAME_1,populatiuon,sewage_2055,Subdistric,,,,,,,
Bhadohi,Daribpur,1368,0.155092181,994,,,,,,,
Bhadohi,Marchwar,3339,0.37864302,994,,,,,,,
Bhadohi,Dubha,1033,0.117126908,994,,,,,,,
Bhadohi,Mulupur,2116,0.239908218,994,,,,,,,
Bhadohi,Horila,142,0.016155435,994,,,,,,,
Bhadohi,Badi,3473,0.393788741,994,,,,,,,
Bhadohi,Sabalpur,547,0.061996484,994,,,,,,,
Bhadohi,Baira Khas,4767,0.540601261,994,,,,,,,
Bhadohi,Bishapur,2411,0.273430746,994,,,,,,,
Bhadohi,Gobindpur,1001,0.113491935,994,,,,,,,
Bhadohi,Hadha,73,0.008279661,994,,,,,,,
Bhadohi,Darunha,1254,0.142167833,994,,,,,,,
Bhadohi,Latiya,3546,0.402068402,994,,,,,,,
Bhadohi,Bhalla,2810,0.318665966,994,,,,,,,
Bhadohi,Arjunpur,267,0.030291442,994,,,,,,,
Bhadohi,Jagdari,1540,0.174680647,994,,,,,,,
Bhadohi,Jangala,1695,0.192249683,994,,,,,,,
Bhadohi,Rampur Z. Jaganthpur,735,0.083402436,994,,,,,,,
Bhadohi,Liladharpur,3040,0.344716605,994,,,,,,,
Bhadohi,Surhan,5474,0.62077261,994,,,,,,,
Bhadohi,Bijala,1929,0.218704209,994,,,,,,,
Bhadohi,Athgorwa,1120,0.127022112,994,,,,,,,
Bhadohi,Kandui,1578,0.178921448,994,,,,,,,
Bhadohi,Jawsanpur,1040,0.11793468,994,,,,,,,
Bhadohi,Bagahi,880,0.099759815,994,,,,,,,
Bhadohi,Dattipur,1423,0.161352412,994,,,,,,,
Bhadohi,Jagnathpur,3904,0.442658934,994,,,,,,,
Bhadohi,Jiyanpur,711,0.080575234,994,,,,,,,
Bhadohi,Khatalpur,2180,0.247178163,994,,,,,,,
Bhadohi,Chainsinghpur,93,0.010501033,994,,,,,,,
Bhadohi,Bhagwati Daspur,2331,0.264343314,994,,,,,,,
Bhadohi,Bahutra Kala,12,0.001413601,994,,,,,,,
Bhadohi,Ramipur,2566,0.290999782,994,,,,,,,
Bhadohi,Gondapar,978,0.110866676,994,,,,,,,
Bhadohi,Gotaiya,759,0.086027694,994,,,,,,,
Bhadohi,Chatnipur,1120,0.127022112,994,,,,,,,
Bhadohi,Bahutra Khurd,2260,0.256265596,994,,,,,,,
Bhadohi,Katehra,287,0.032512814,994,,,,,,,
Bhadohi,Tarapur,1920,0.217694493,994,,,,,,,
Bhadohi,Mansinghpur,1323,0.150043607,994,,,,,,,
Bhadohi,Baswa Patti,652,0.073911118,994,,,,,,,
Bhadohi,Hurasi,3001,0.34027386,994,,,,,,,
Bhadohi,Sarvat Rawani,5588,0.633696958,994,,,,,,,
Bhadohi,Rajaipur Z. Sayer,1674,0.189826368,994,,,,,,,
Bhadohi,Dhanwatiya,1685,0.191038025,994,,,,,,,
Bhadohi,Gopalpur,322,0.036551673,994,,,,,,,
Bhadohi,Sonbarsa,958,0.108645303,994,,,,,,,
Bhadohi,Arjunpur,2481,0.281306521,994,,,,,,,
Bhadohi,Garulpur,1394,0.158121325,994,,,,,,,
Bhadohi,Rajputan Z. Gohilon,468,0.053110994,994,,,,,,,
Bhadohi,Mamhar,1991,0.225772211,994,,,,,,,
Bhadohi,Gohilaon,1795,0.203558488,994,,,,,,,
Bhadohi,Bhagtan Urf Dalaspur Or Dalapu,1889,0.214261464,994,,,,,,,
Bhadohi,Rajaipur Z. Gohlaw,2035,0.230820785,994,,,,,,,
Bhadohi,Saupur,602,0.068256715,994,,,,,,,
Bhadohi,Bhairopur,467,0.052909051,994,,,,,,,
Bhadohi,Jiyapur,620,0.070276145,994,,,,,,,
Bhadohi,Mathurapur,0,0,994,,,,,,,
Bhadohi,Shahababad,0,0,994,,,,,,,
Bhadohi,Fatupur Amrauna,0,0,994,,,,,,,
Bhadohi,Chak Bamdeo,0,0,994,,,,,,,
Bhadohi,Bag Amani,0,0,994,,,,,,,
Bhadohi,Chak Muglani,0,0,994,,,,,,,
Bhadohi,Gopal Patti,0,0,994,,,,,,,
Bhadohi,Kusahara,0,0,994,,,,,,,
Bhadohi,Chaq Dharani,0,0,994,,,,,,,
Bhadohi,Gouda Chamarhatta,0,0,994,,,,,,,
Bhadohi,Gonda Kanehri,0,0,994,,,,,,,
Bhadohi,Chak Fakir Mafi,0,0,994,,,,,,,
Bhadohi,Tal Kudawa,0,0,994,,,,,,,
Bhadohi,Bankat Z. Lilapur,0,0,994,,,,,,,
Bhadohi,Mukundipur,0,0,994,,,,,,,
Bhadohi,Nai Bazar (NP),21170,2.400697718,994,,,,,,,
Bhadohi,Bhadohi (MB),132709,15.04919207,994,,,,,,,
Bhadohi,,0,0,994,,,,,,,
Bhadohi,,0,0,994,,,,,,,
Gyanpur,Pratap Singh Patti,993,0.112659338,993,,,,,,,
Gyanpur,Sagarpur,3066,0.347679783,993,,,,,,,
Gyanpur,Lokmanpur,1063,0.12057915,993,,,,,,,
Gyanpur,Chak Gumani,1805,0.204727161,993,,,,,,,
Gyanpur,Dasharathpur,1779,0.201757231,993,,,,,,,
Gyanpur,Veer Bhadra Patti,2333,0.264521748,993,,,,,,,
Gyanpur,Matethu,3117,0.353421647,993,,,,,,,
Gyanpur,Newada Rohi,1962,0.22254674,993,,,,,,,
Gyanpur,Ziapur,435,0.049300835,993,,,,,,,
Gyanpur,Jagdishpur Visen,468,0.053062746,993,,,,,,,
Gyanpur,Bhikhamapur,2359,0.267491678,993,,,,,,,
Gyanpur,Kanakpur,3777,0.428263878,993,,,,,,,
Gyanpur,Kheokhar,8054,0.913352413,993,,,,,,,
Gyanpur,Govind Patti,1339,0.151862411,993,,,,,,,
Gyanpur,Merhi,447,0.050686802,993,,,,,,,
Gyanpur,Haripatti,2121,0.240564314,993,,,,,,,
Gyanpur,Makanpur Rohi,2685,0.304516803,993,,,,,,,
Gyanpur,Vasupur,461,0.052270765,993,,,,,,,
Gyanpur,Jagatpur,2397,0.271847575,993,,,,,,,
Gyanpur,Khanapur N. Makanpur,1212,0.137408752,993,,,,,,,
Gyanpur,Bisauli Kripalpur,2914,0.33045419,993,,,,,,,
Gyanpur,Jodhapur N. Ramchandrapur,1510,0.171265952,993,,,,,,,
Gyanpur,Asaipur,1573,0.178393784,993,,,,,,,
Gyanpur,Danpur Patti West,3551,0.402722482,993,,,,,,,
Gyanpur,Ghoraha,3419,0.387674837,993,,,,,,,
Gyanpur,Mau Ramshala,3494,0.396188636,993,,,,,,,
Gyanpur,Nazarpur,1715,0.194431405,993,,,,,,,
Gyanpur,Pakari Khurd N. Mahatuda,2189,0.248286132,993,,,,,,,
Gyanpur,Vijaypur,1568,0.177799798,993,,,,,,,
Gyanpur,Sarai Ruddi,1482,0.168098027,993,,,,,,,
Gyanpur,Balapur,1325,0.150278448,993,,,,,,,
Gyanpur,Dasawatpur,4264,0.483504572,993,,,,,,,
Gyanpur,Pakari Kala N. Valapur,3075,0.348669759,993,,,,,,,
Gyanpur,Vari,5135,0.582304237,993,,,,,,,
Gyanpur,Akorha,4105,0.465486998,993,,,,,,,
Gyanpur,Amilhara,5729,0.649622646,993,,,,,,,
Gyanpur,Banai,3186,0.361341459,993,,,,,,,
Gyanpur,Rampur Keshi,290,0.032867223,993,,,,,,,
Gyanpur,Kasiyapur,2055,0.233040492,993,,,,,,,
Gyanpur,Nigazpur,1514,0.171661943,993,,,,,,,
Gyanpur,Chak Harhat Giri,234,0.026531373,993,,,,,,,
Gyanpur,Veerampur,3759,0.426283925,993,,,,,,,
Gyanpur,Chak Jura,297,0.033659204,993,,,,,,,
Gyanpur,Malhaiya,1578,0.17898777,993,,,,,,,
Gyanpur,Kanti Rampur,1664,0.18868954,993,,,,,,,
Gyanpur,Sahasipur,890,0.100977613,993,,,,,,,
Gyanpur,Chak Vedua,354,0.04019305,993,,,,,,,
Gyanpur,Tulapur N. Bagaon,873,0.09899766,993,,,,,,,
Gyanpur,Rohi,4217,0.478158699,993,,,,,,,
Gyanpur,Meenapur,2382,0.270065617,993,,,,,,,
Gyanpur,Ganeshraypur,5194,0.589036078,993,,,,,,,
Gyanpur,Talodra,0,0,993,,,,,,,
Gyanpur,Asaman Patti,0,0,993,,,,,,,
Gyanpur,Marzarawa,98,0.011087738,993,,,,,,,
Gyanpur,Dasharathpur,3281,0.372033207,993,,,,,,,
Gyanpur,Ainachh,2600,0.294815032,993,,,,,,,
Gyanpur,Nauvapur,784,0.088899899,993,,,,,,,
Gyanpur,Poore Bhan,2387,0.270659603,993,,,,,,,
Gyanpur,Bayawa,1041,0.118005211,993,,,,,,,
Gyanpur,Chak Kishun Gir,113,0.012869695,993,,,,,,,
Gyanpur,Poore Gareriya,1788,0.202747208,993,,,,,,,
Gyanpur,Udhopur,801,0.090879852,993,,,,,,,
Gyanpur,Vairi Parawa,3845,0.435985696,993,,,,,,,
Gyanpur,Gajdhara,2072,0.235020445,993,,,,,,,
Gyanpur,Zianpur,2182,0.24749415,993,,,,,,,
Gyanpur,Chak Kaluti,2158,0.244722216,993,,,,,,,
Gyanpur,Bhiriura,2352,0.266699697,993,,,,,,,
Gyanpur,Pali,3913,0.443707513,993,,,,,,,
Gyanpur,Kusauli,3035,0.344115867,993,,,,,,,
Gyanpur,Halwal Shahpur,536,0.060784563,993,,,,,,,
Gyanpur,Mohanpur,924,0.104739524,993,,,,,,,
Gyanpur,Vigahiya,288,0.032669228,993,,,,,,,
Gyanpur,Chak Sarnath,480,0.054448713,993,,,,,,,
Gyanpur,Chatarshahpur,2844,0.322534377,993,,,,,,,
Gyanpur,Chak Sikhari,2060,0.233634478,993,,,,,,,
Gyanpur,Mungari,1406,0.159386233,993,,,,,,,
Gyanpur,Chakar Khanpur,840,0.095235749,993,,,,,,,
Gyanpur,Chak Sundar,2952,0.334810087,993,,,,,,,
Gyanpur,Chak Todar,1729,0.196015368,993,,,,,,,
Gyanpur,Baravapur Tiwaripur,2263,0.256601935,993,,,,,,,
Gyanpur,Anripur,1315,0.149090476,993,,,,,,,
Gyanpur,Nanda Kapura,1947,0.220764782,993,,,,,,,
Gyanpur,Kawal,3307,0.375003137,993,,,,,,,
Gyanpur,Pilkhuna,2518,0.285509252,993,,,,,,,
Gyanpur,Kasidaha,10085,1.14362097,993,,,,,,,
Gyanpur,Srikantpur,520,0.059002605,993,,,,,,,
Gyanpur,Poore Sarnath,253,0.028709322,993,,,,,,,
Gyanpur,Saripur,768,0.087117941,993,,,,,,,
Gyanpur,Saripur Urf Umarpur,3434,0.389456795,993,,,,,,,
Gyanpur,Bharatpur Baragaon,2909,0.329860204,993,,,,,,,
Gyanpur,Chak Sridatt,578,0.065536451,993,,,,,,,
Gyanpur,Sagar Raipur,6228,0.706249307,993,,,,,,,
Gyanpur,Chak Sahaw,2172,0.246306178,993,,,,,,,
Gyanpur,Duhiya,1636,0.185521615,993,,,,,,,
Gyanpur,Jot Brij Rama,110,0.012473705,993,,,,,,,
Gyanpur,Jagapur,3715,0.421334042,993,,,,,,,
Gyanpur,Jangalpur,2085,0.236406412,993,,,,,,,
Gyanpur,Chakawa Chandel,932,0.105729501,993,,,,,,,
Gyanpur,Sarai Rajputani,6539,0.741492474,993,,,,,,,
Gyanpur,Bhagwas,2326,0.263729767,993,,,,,,,
Gyanpur,Ghatampur,758,0.085929969,993,,,,,,,
Gyanpur,Chak Mansingh,1105,0.125331037,993,,,,,,,
Gyanpur,Poore Keshi Jeet Diwan,45,0.005147879,993,,,,,,,
Gyanpur,Jaisinghpur,1084,0.122955094,993,,,,,,,
Gyanpur,Chak Kishundas,1832,0.207697091,993,,,,,,,
Gyanpur,Harihar Pursoni,1715,0.194431405,993,,,,,,,
Gyanpur,Arazi Jait Patti,35,0.003959906,993,,,,,,,
Gyanpur,Saravan,1112,0.126123019,993,,,,,,,
Gyanpur,Poore Matuka,1105,0.125331037,993,,,,,,,
Gyanpur,Karigaon,6437,0.730008746,993,,,,,,,
Gyanpur,Chaurhata,1262,0.143150617,993,,,,,,,
Gyanpur,Hiai,1502,0.170275976,993,,,,,,,
Gyanpur,Raghurampur,2132,0.241752286,993,,,,,,,
Gyanpur,Bhupat Patti,1329,0.150674439,993,,,,,,,
Gyanpur,Poore Nagari,2188,0.248088136,993,,,,,,,
Gyanpur,Ramaipur N. Kalipur,560,0.063556497,993,,,,,,,
Gyanpur,Chak Ganesh,580,0.065734446,993,,,,,,,
Gyanpur,Nathaipur,7125,0.808018903,993,,,,,,,
Gyanpur,Dulhipur,2008,0.227694618,993,,,,,,,
Gyanpur,Sowari,2787,0.316000532,993,,,,,,,
Gyanpur,Jorai,8203,0.930182015,993,,,,,,,
Gyanpur,Ramaipur N. Bankat,1055,0.119589174,993,,,,,,,
Gyanpur,Keshopur Sarpataha,4494,0.509639955,993,,,,,,,
Gyanpur,Kanchanpur,1681,0.190669493,993,,,,,,,
Gyanpur,Shivrampur,2099,0.237990375,993,,,,,,,
Gyanpur,Poore Vishwanath,1058,0.119985164,993,,,,,,,
Gyanpur,Chaura Kala,1980,0.224526693,993,,,,,,,
Gyanpur,Bhaura Kapura,1065,0.120777145,993,,,,,,,
Gyanpur,Baraipur,1463,0.165920079,993,,,,,,,
Gyanpur,Belhua,1798,0.20393518,993,,,,,,,
Gyanpur,Ramkapura Chauthar,204,0.023165453,993,,,,,,,
Gyanpur,Kalipur N. Ramaipur,2219,0.251652052,993,,,,,,,
Gyanpur,Jot Ramdatt,332,0.037619111,993,,,,,,,
Gyanpur,Kubi Haradi Patti,1297,0.147110523,993,,,,,,,
Gyanpur,Bhusaula,2636,0.298972934,993,,,,,,,
Gyanpur,Baragaon,4073,0.461923082,993,,,,,,,
Gyanpur,Girdharpur,1271,0.144140593,993,,,,,,,
Gyanpur,Poore Bahuriya,1044,0.118401201,993,,,,,,,
Gyanpur,Sansarapur,3595,0.407672365,993,,,,,,,
Gyanpur,Raipur,374,0.042370999,993,,,,,,,
Gyanpur,Lakhano,4527,0.513401865,993,,,,,,,
Gyanpur,Chak Prayag Das,150,0.017027597,993,,,,,,,
Gyanpur,Bankat Khas,2839,0.321940391,993,,,,,,,
Gyanpur,Kalaka Pura,4286,0.486078512,993,,,,,,,
Gyanpur,Parasrampur Baragaon,1210,0.137210757,993,,,,,,,
Gyanpur,Bankat N. Chhanaura,1236,0.140180687,993,,,,,,,
Gyanpur,Taktaiya Or Takraiya,1325,0.150278448,993,,,,,,,
Gyanpur,Siki Chaura,2575,0.292043097,993,,,,,,,
Gyanpur,Vedpur,1830,0.207499096,993,,,,,,,
Gyanpur,Chak Hanuman,443,0.050290812,993,,,,,,,
Gyanpur,Balapur Rohi,1538,0.174433878,993,,,,,,,
Gyanpur,Miya Ka Pura,166,0.018809556,993,,,,,,,
Gyanpur,Chak Jujhari,616,0.069892348,993,,,,,,,
Gyanpur,Hichchhanpur,2354,0.266897691,993,,,,,,,
Gyanpur,Devajitpur,1760,0.199579283,993,,,,,,,
Gyanpur,Parashurampur N. Umarao,2011,0.228090609,993,,,,,,,
Gyanpur,Milki,2746,0.311446639,993,,,,,,,
Gyanpur,Gyanpur,1320,0.149684462,993,,,,,,,
Gyanpur,Chak Manohar,375,0.042568994,993,,,,,,,
Gyanpur,Poore Korariya,311,0.035243167,993,,,,,,,
Gyanpur,Vijaipur N. Umariya,309,0.035045171,993,,,,,,,
Gyanpur,Balipur Dehat,327,0.037025125,993,,,,,,,
Gyanpur,Lachhiman Patti,7417,0.841084121,993,,,,,,,
Gyanpur,Kansapur,2551,0.289271163,993,,,,,,,
Gyanpur,Dharaun,2306,0.261551818,993,,,,,,,
Gyanpur,Tribhuvan Baragaon,3048,0.345699829,993,,,,,,,
Gyanpur,Sudhavai,4882,0.553594915,993,,,,,,,
Gyanpur,Bindrapur,176,0.019997527,993,,,,,,,
Gyanpur,Chak Premgiri,1002,0.113649314,993,,,,,,,
Gyanpur,Poore Roop Umariya,478,0.054250718,993,,,,,,,
Gyanpur,Bhagwanpur Chauthar,4225,0.479148676,993,,,,,,,
Gyanpur,Umariya,693,0.078604142,993,,,,,,,
Gyanpur,Dadaraha,443,0.050290812,993,,,,,,,
Gyanpur,Khanapur,5498,0.623487264,993,,,,,,,
Gyanpur,Gandhi,5341,0.605667685,993,,,,,,,
Gyanpur,Bichhiya,3050,0.345897825,993,,,,,,,
Gyanpur,Gopipur,828,0.093849782,993,,,,,,,
Gyanpur,Tulapur Rohi,887,0.100581623,993,,,,,,,
Gyanpur,Kashi Rampur,281,0.031877247,993,,,,,,,
Gyanpur,Bhawa Singh Pur,1193,0.135230804,993,,,,,,,
Gyanpur,Kasturipur,573,0.064942465,993,,,,,,,
Gyanpur,Bhuraki,4739,0.5373593,993,,,,,,,
Gyanpur,Chitaipur,1966,0.222942731,993,,,,,,,
Gyanpur,Vaida Khas,2947,0.3342161,993,,,,,,,
Gyanpur,Bhidiura,4962,0.5627027,993,,,,,,,
Gyanpur,Kormaich,7333,0.831580346,993,,,,,,,
Gyanpur,Saraiya,449,0.050884798,993,,,,,,,
Gyanpur,Godhana,9353,1.060660931,993,,,,,,,
Gyanpur,Balipur N.Baragaon,2392,0.271253589,993,,,,,,,
Gyanpur,Poore Raza,953,0.108105445,993,,,,,,,
Gyanpur,Tateria,52,0.005939859,993,,,,,,,
Gyanpur,Shripur Korh,875,0.099195655,993,,,,,,,
Gyanpur,Girdharpur,2034,0.230664549,993,,,,,,,
Gyanpur,Tezi Kapura,904,0.102561576,993,,,,,,,
Gyanpur,Naudhan,7164,0.812374799,993,,,,,,,
Gyanpur,Singhpur,3080,0.349263745,993,,,,,,,
Gyanpur,Babhanauti,457,0.051874774,993,,,,,,,
Gyanpur,Khorabeer,147,0.016631607,993,,,,,,,
Gyanpur,Jaddupur,72,0.008117808,993,,,,,,,
Gyanpur,Manga Patti,1781,0.201955227,993,,,,,,,
Gyanpur,Chak Maniram,456,0.051676779,993,,,,,,,
Gyanpur,Chak Loka,340,0.038609087,993,,,,,,,
Gyanpur,Ram Kapura,1194,0.135428799,993,,,,,,,
Gyanpur,Chak Dallu,72,0.008117808,993,,,,,,,
Gyanpur,Chak Mandhata,4574,0.518747739,993,,,,,,,
Gyanpur,Bhagwanpur Kala Khurd,1716,0.1946294,993,,,,,,,
Gyanpur,Mavaiya Hardo Patti,6221,0.705457326,993,,,,,,,
Gyanpur,Poore Gosai Das,1290,0.146318542,993,,,,,,,
Gyanpur,Alua,1173,0.133052855,993,,,,,,,
Gyanpur,Chhotupur,1159,0.131468893,993,,,,,,,
Gyanpur,Balanpur,1199,0.136022785,993,,,,,,,
Gyanpur,Kalanua,5704,0.646850712,993,,,,,,,
Gyanpur,Poore Bahuriya,2043,0.231654525,993,,,,,,,
Gyanpur,Chak Kala Patti,1440,0.16334614,993,,,,,,,
Gyanpur,Newada,4033,0.45736919,993,,,,,,,
Gyanpur,Chak Beera,2258,0.256007949,993,,,,,,,
Gyanpur,Bandi Patti,1697,0.192451452,993,,,,,,,
Gyanpur,Bibipur,601,0.06811039,993,,,,,,,
Gyanpur,Madhopur,1517,0.172057933,993,,,,,,,
Gyanpur,Bhagha Gorai,780,0.088503908,993,,,,,,,
Gyanpur,Banwaripur,861,0.097611693,993,,,,,,,
Gyanpur,Hridayapur,428,0.048508853,993,,,,,,,
Gyanpur,Uzmugaraha,3525,0.399752552,993,,,,,,,
Gyanpur,Virahimpur,801,0.090879852,993,,,,,,,
Gyanpur,Kaliya Urf Pure Daljhaman,428,0.048508853,993,,,,,,,
Gyanpur,Achhawar,6897,0.782081515,993,,,,,,,
Gyanpur,Jolahapur,80,0.009107785,993,,,,,,,
Gyanpur,Hariharpur N. Vaida,1598,0.181165718,993,,,,,,,
Gyanpur,Daraudha,2022,0.229278581,993,,,,,,,
Gyanpur,Khargapur,1873,0.212448979,993,,,,,,,
Gyanpur,Bejavan,3564,0.404108449,993,,,,,,,
Gyanpur,Dhara Visambhar Patti,2146,0.243336248,993,,,,,,,
Gyanpur,Bhanipur,2540,0.288083191,993,,,,,,,
Gyanpur,Pipar Gaon,5392,0.611409549,993,,,,,,,
Gyanpur,Darwasi,5736,0.650414628,993,,,,,,,
Gyanpur,Ghuripur,309,0.035045171,993,,,,,,,
Gyanpur,Chakawa Ghanshyam,978,0.110877379,993,,,,,,,
Gyanpur,Holpur,2008,0.227694618,993,,,,,,,
Gyanpur,Akelwa,382,0.043360976,993,,,,,,,
Gyanpur,Chaksudama,925,0.10493752,993,,,,,,,
Gyanpur,Jargaon,9102,1.032149605,993,,,,,,,
Gyanpur,Sarai Misrani,5680,0.644078777,993,,,,,,,
Gyanpur,Chaharpur,852,0.096621717,993,,,,,,,
Gyanpur,Bharatpur,2436,0.276203472,993,,,,,,,
Gyanpur,Mahathua,5142,0.583096219,993,,,,,,,
Gyanpur,Sayar,4885,0.553990907,993,,,,,,,
Gyanpur,Dhanapur,3104,0.35203568,993,,,,,,,
Gyanpur,Kathauta,2127,0.2411583,993,,,,,,,
Gyanpur,Dabhaka,2467,0.279767388,993,,,,,,,
Gyanpur,Chakjurawan,1329,0.150674439,993,,,,,,,
Gyanpur,Sonkhari,2750,0.31184263,993,,,,,,,
Gyanpur,Tatarpur,339,0.038411092,993,,,,,,,
Gyanpur,Mahadava,959,0.108699431,993,,,,,,,
Gyanpur,Sarauli Or Ramauli,2189,0.248286132,993,,,,,,,
Gyanpur,Madanpur,1399,0.158594251,993,,,,,,,
Gyanpur,Rampur Lohra,7,0.000791981,993,,,,,,,
Gyanpur,Gaharpur,2883,0.326890274,993,,,,,,,
Gyanpur,Chak Kalyan,120,0.013661677,993,,,,,,,
Gyanpur,Kharhgpur,3022,0.342729899,993,,,,,,,
Gyanpur,Dhudhav,1350,0.153050382,993,,,,,,,
Gyanpur,Faudipur,3733,0.423313995,993,,,,,,,
Gyanpur,Bitthalpur,1577,0.178789774,993,,,,,,,
Gyanpur,Lokmanpur,1193,0.135230804,993,,,,,,,
Gyanpur,Sikandara,1100,0.124737052,993,,,,,,,
Gyanpur,Arjun Patti,332,0.037619111,993,,,,,,,
Gyanpur,Jagapur,124,0.014057668,993,,,,,,,
Gyanpur,Dallupatti,73,0.008315803,993,,,,,,,
Gyanpur,Poore Misran,562,0.063754493,993,,,,,,,
Gyanpur,Dehariya Dayaram,1399,0.158594251,993,,,,,,,
Gyanpur,Gird Baragaon,7541,0.855141789,993,,,,,,,
Gyanpur,Koilara,6598,0.748224316,993,,,,,,,
Gyanpur,Jurwapur,471,0.053458737,993,,,,,,,
Gyanpur,Harnarayanpur,1299,0.147308519,993,,,,,,,
Gyanpur,Talsamadha,278,0.031481256,993,,,,,,,
Gyanpur,Tulsipur N. Mahadeva,1582,0.17938376,993,,,,,,,
Gyanpur,Hewatpur,768,0.087117941,993,,,,,,,
Gyanpur,Poore Diwan,1908,0.216408885,993,,,,,,,
Gyanpur,Chak Parauna,850,0.096423721,993,,,,,,,
Gyanpur,Poore Uchit,1133,0.128498963,993,,,,,,,
Gyanpur,Jaddupur N.Sayar,997,0.113055328,993,,,,,,,
Gyanpur,Udaikaranpur,3574,0.405296421,993,,,,,,,
Gyanpur,Meerapur,637,0.072268292,993,,,,,,,
Gyanpur,Dhamahapur,1453,0.164732107,993,,,,,,,
Gyanpur,Kanthi Patti,292,0.033065218,993,,,,,,,
Gyanpur,Madhopur N. Dhonapur,375,0.042568994,993,,,,,,,
Gyanpur,Ibrahimpur,581,0.065932442,993,,,,,,,
Gyanpur,Davanpur,1617,0.183343667,993,,,,,,,
Gyanpur,Kurauna,5694,0.64566274,993,,,,,,,
Gyanpur,Jathi,3448,0.391040757,993,,,,,,,
Gyanpur,Chak Masood,1756,0.199183292,993,,,,,,,
Gyanpur,Vishunpur,2905,0.329464213,993,,,,,,,
Gyanpur,Ramapur,2764,0.313426592,993,,,,,,,
Gyanpur,Arazi Chhatami,21,0.002375944,993,,,,,,,
Gyanpur,Rauri,208,0.023561443,993,,,,,,,
Gyanpur,Chakdadu N. Padauna,227,0.025739392,993,,,,,,,
Gyanpur,Lohara Jot Manihara,65,0.007325826,993,,,,,,,
Gyanpur,Vikramapur N.Jhaua,863,0.097809688,993,,,,,,,
Gyanpur,Gerai,5503,0.62408125,993,,,,,,,
Gyanpur,Kakarahiya,473,0.053656732,993,,,,,,,
Gyanpur,Sundar Patti,210,0.023759439,993,,,,,,,
Gyanpur,Ugapur,5961,0.675956024,993,,,,,,,
Gyanpur,Chak Dukharan,0,0,993,,,,,,,
Gyanpur,Chak Sitaram,0,0,993,,,,,,,
Gyanpur,Tal Auri,0,0,993,,,,,,,
Gyanpur,Duhiya Bankat,0,0,993,,,,,,,
Gyanpur,Raghupur,0,0,993,,,,,,,
Gyanpur,Chak Lakathua,0,0,993,,,,,,,
Gyanpur,Ramnagara,0,0,993,,,,,,,
Gyanpur,Chak Gangadhar Maphi,0,0,993,,,,,,,
Gyanpur,Gyanpur (NP),21067,2.389011535,993,,,,,,,
Gyanpur,Mohammadpur,2471,0.280163378,993,,,,,,,
Gyanpur,Poore Tika,2509,0.284519275,993,,,,,,,
Gyanpur,Poore Dharani,196,0.022175476,993,,,,,,,
Gyanpur,Joharpur,1861,0.211063012,993,,,,,,,
Gyanpur,Joginaka,1617,0.183343667,993,,,,,,,
Gyanpur,Chaklala,533,0.060388573,993,,,,,,,
Gyanpur,Poore Gulab,4274,0.484692545,993,,,,,,,
Gyanpur,Bhaishata,1025,0.116223253,993,,,,,,,
Gyanpur,Samadha Khas,2469,0.279965383,993,,,,,,,
Gyanpur,Pilkhini,3227,0.365895352,993,,,,,,,
Gyanpur,Saripur,1969,0.223338721,993,,,,,,,
Gyanpur,Jagdishpur Urf Kanthi Patti,340,0.038609087,993,,,,,,,
Gyanpur,Lohara Khas,1945,0.220566787,993,,,,,,,
Gyanpur,Chak Vijai N. Padauna,856,0.097017707,993,,,,,,,
Gyanpur,Hariharpur Urf Shukulpur,2006,0.227496623,993,,,,,,,
Gyanpur,Newad,924,0.104739524,993,,,,,,,
Gyanpur,Garauli,2333,0.264521748,993,,,,,,,
Gyanpur,Ghuripur,1196,0.135626795,993,,,,,,,
Gyanpur,Nakatan Nakth Patti,2343,0.26570972,993,,,,,,,
Gyanpur,Balipur,35,0.003959906,993,,,,,,,
Gyanpur,Bahadurpur,161,0.01821557,993,,,,,,,
Gyanpur,Balipur N.Samadha,346,0.039203074,993,,,,,,,
Gyanpur,Chak Harnandan,119,0.013463682,993,,,,,,,
Gyanpur,Jhaua,5832,0.66130437,993,,,,,,,
Gyanpur,Poore Nauhari,882,0.099987637,993,,,,,,,
Gyanpur,Banpurwa N. Samadha,489,0.05543869,993,,,,,,,
Gyanpur,Chintamanpur,1149,0.130280921,993,,,,,,,
Gyanpur,Heera Chak,1163,0.131864883,993,,,,,,,
Gyanpur,Chak Hardayal,1261,0.142952621,993,,,,,,,
Gyanpur,Pure Bhikhari,1882,0.213438955,993,,,,,,,
Gyanpur,Poore Risalsingh,1568,0.177799798,993,,,,,,,
Gyanpur,Parwatpur,2008,0.227694618,993,,,,,,,
Gyanpur,Chak Rajaram,44,0.004949883,993,,,,,,,
Gyanpur,Lalanagar,6771,0.767825853,993,,,,,,,
Gyanpur,Chak Khanpur,94,0.010691748,993,,,,,,,
Gyanpur,Dighawat,4756,0.539339253,993,,,,,,,
Gyanpur,Goppur,2685,0.304516803,993,,,,,,,
Gyanpur,Chakdhundha,798,0.090483862,993,,,,,,,
Gyanpur,Uprauth,8634,0.979086859,993,,,,,,,
Gyanpur,Bhabhaura,4711,0.534191374,993,,,,,,,
Gyanpur,Seur,5798,0.657542458,993,,,,,,,
Gyanpur,Narathua,3988,0.452221311,993,,,,,,,
Gyanpur,Magauni,683,0.07741617,993,,,,,,,
Gyanpur,Aurangabad,6544,0.742086461,993,,,,,,,
