subdistrict,NAME_1,populatiuon,sewage_2055,Subdistric,,,,,,,
Gyanpur,Ghamahapur,2422,0.274619509,993,,,,,,,
Gyanpur,Gopi Ganj,953,0.108105445,993,,,,,,,
Gyanpur,Sabraaliyas Raghunathpur,1259,0.142754626,993,,,,,,,
Gyanpur,Poore Bhagawat,2551,0.289271163,993,,,,,,,
Gyanpur,Chak Daphtarband,414,0.046924891,993,,,,,,,
Gyanpur,Pure Rajai,2299,0.260759837,993,,,,,,,
Gyanpur,Madhorampur,4292,0.486672498,993,,,,,,,
Gyanpur,Trilokpur,4545,0.515381819,993,,,,,,,
Gyanpur,Pure Pratap,807,0.091473838,993,,,,,,,
Gyanpur,Amva Mafi,4945,0.560722747,993,,,,,,,
Gyanpur,Basdeopur,3096,0.351045703,993,,,,,,,
Gyanpur,Dhorhawa,761,0.08632596,993,,,,,,,
Gyanpur,Srirampur,77,0.008711794,993,,,,,,,
Gyanpur,Meraha,332,0.037619111,993,,,,,,,
Gyanpur,Hathiya Dhel,1131,0.128300967,993,,,,,,,
Gyanpur,Chak Parasottampur Risalgir,339,0.038411092,993,,,,,,,
Gyanpur,Chak Bhawani,113,0.012869695,993,,,,,,,
Gyanpur,Chakaura,1362,0.154436349,993,,,,,,,
Gyanpur,Sumer Patti,735,0.08335603,993,,,,,,,
Gyanpur,Dixitpur,656,0.074446241,993,,,,,,,
Gyanpur,Jairampur,6731,0.76327196,993,,,,,,,
Gyanpur,Chakaura Kripal,464,0.052666755,993,,,,,,,
Gyanpur,Bazar Madhosingh,5334,0.604875703,993,,,,,,,
Gyanpur,Ugrasenpur,812,0.092067824,993,,,,,,,
Gyanpur,Raipuri,2787,0.316000532,993,,,,,,,
Gyanpur,Dhamahapur N.Aurangabad,3171,0.359559502,993,,,,,,,
Gyanpur,Natawa,2734,0.310060671,993,,,,,,,
Gyanpur,Chak Bhaura,843,0.09563174,993,,,,,,,
Gyanpur,Dehariya Jagadishpur,815,0.092463815,993,,,,,,,
Gyanpur,Dayalapur,351,0.03979706,993,,,,,,,
Gyanpur,Bhawapur,716,0.081178081,993,,,,,,,
Gyanpur,Payagpur,622,0.070486334,993,,,,,,,
Gyanpur,Almau,1516,0.171859938,993,,,,,,,
Gyanpur,Umaraha,1749,0.198391311,993,,,,,,,
Gyanpur,Vishesarpur,560,0.063556497,993,,,,,,,
Gyanpur,Bhagatapur Urf Pure,2074,0.235218441,993,,,,,,,
Gyanpur,Tulapur Ghatmapur Urf Tulapur,1702,0.193045437,993,,,,,,,
Gyanpur,Gambhirsinghpur,1626,0.184333643,993,,,,,,,
Gyanpur,Basawan Patti,299,0.0338572,993,,,,,,,
Gyanpur,Kaiyarmau,7813,0.886029058,993,,,,,,,
Gyanpur,Hussainipur,3670,0.416186163,993,,,,,,,
Gyanpur,Barigaon,1296,0.146912527,993,,,,,,,
Gyanpur,Muktapur,2505,0.284123285,993,,,,,,,
Gyanpur,Dwarika Patti Or Dwarikapur,96,0.010889742,993,,,,,,,
Gyanpur,Chaura,756,0.085731973,993,,,,,,,
Gyanpur,Chakapur,1488,0.168692013,993,,,,,,,
Gyanpur,Ghatamapur Urf Chakapur,222,0.025145406,993,,,,,,,
Gyanpur,Aurai,5369,0.60883561,993,,,,,,,
Gyanpur,Vanjari,815,0.092463815,993,,,,,,,
Gyanpur,Jethupur,1852,0.210073035,993,,,,,,,
Gyanpur,Lasmariya,3541,0.401534509,993,,,,,,,
Gyanpur,Kothra,1957,0.221952754,993,,,,,,,
Gyanpur,Kansapur Or Maharajganj,4128,0.468060937,993,,,,,,,
Gyanpur,Basantapur,1854,0.21027103,993,,,,,,,
Gyanpur,Chak Jodhi,960,0.108897426,993,,,,,,,
Gyanpur,Bhanipur,5021,0.569434541,993,,,,,,,
Gyanpur,Lasamara,1243,0.140972668,993,,,,,,,
Gyanpur,Tiuri,2945,0.334018106,993,,,,,,,
Gyanpur,Ahimanpur,3747,0.424897958,993,,,,,,,
Gyanpur,Dalpatpur,3592,0.407276374,993,,,,,,,
Gyanpur,Sadauli,304,0.034451185,993,,,,,,,
Gyanpur,Parsottampur,3406,0.38628887,993,,,,,,,
Gyanpur,Titrahi,1077,0.122163113,993,,,,,,,
Gyanpur,Chak Keshav Battfarosh,430,0.048706849,993,,,,,,,
Gyanpur,Dulhipur,229,0.025937387,993,,,,,,,
Gyanpur,Dukharanpur Urf Chakapur,758,0.085929969,993,,,,,,,
Gyanpur,Rampur Bhinsahara,0,0,993,,,,,,,
Gyanpur,Arman Patti,0,0,993,,,,,,,
Gyanpur,Ghosiya,0,0,993,,,,,,,
Gyanpur,Bhatpurwa N.Bejawa,0,0,993,,,,,,,
Gyanpur,Darigai Patti,0,0,993,,,,,,,
Gyanpur,Vikramapur N.Chakapur,0,0,993,,,,,,,
Gyanpur,Arazichawar,0,0,993,,,,,,,
Gyanpur,Gopi Ganj (MB),31314,3.55104607,993,,,,,,,
Gyanpur,Ghosia Bazar (NP),28119,3.188714634,993,,,,,,,
Handia,Purethakurain,774,0.087781741,888,,,,,,,
Handia,Pindauna,7145,0.81024442,888,,,,,,,
Handia,Sarai Hariram,3425,0.388386842,888,,,,,,,
Handia,Bagdaha Hawasabad,2185,0.247767649,888,,,,,,,
Handia,Kewlapur,780,0.088413265,888,,,,,,,
Handia,Ugrsenpur Urf Bibipur,5051,0.572791651,888,,,,,,,
Handia,Soraon,10173,1.153582598,888,,,,,,,
Handia,Malhipur,1006,0.114095213,888,,,,,,,
Handia,Mirpur,2003,0.227137887,888,,,,,,,
Handia,Sarai Sultanpur Urf Loredih,3054,0.346285288,888,,,,,,,
Handia,Sarai Sultanpur Urf Sarpoasbir,2018,0.22882195,888,,,,,,,
Handia,Thata,2402,0.272397059,888,,,,,,,
Handia,Kandharpur,492,0.05578456,888,,,,,,,
Handia,Bhogawara,4602,0.52184877,888,,,,,,,
Handia,Sindhaura Sorao,2402,0.272397059,888,,,,,,,
Handia,Januwa Dih Khurd,1069,0.121252477,888,,,,,,,
Handia,Khanpur Danri,6642,0.753196813,888,,,,,,,
Handia,Thanapur,2887,0.327339587,888,,,,,,,
Handia,Raypur,2701,0.30628881,888,,,,,,,
Handia,Gora Dauli,2530,0.286922095,888,,,,,,,
Handia,Mirzapur,2474,0.280606862,888,,,,,,,
Handia,Hasanpur Soraon,1151,0.130514819,888,,,,,,,
Handia,Nawada Wasana,963,0.109253534,888,,,,,,,
Handia,Rastipur,4780,0.542057516,888,,,,,,,
Handia,Nadula,9070,1.028540981,888,,,,,,,
Handia,Bagadaha Urf Pure Vikramshah,2502,0.283764478,888,,,,,,,
Handia,Udagi,2710,0.30734135,888,,,,,,,
Handia,Birapur,1177,0.133461928,888,,,,,,,
Handia,Barista Kala,4633,0.525427402,888,,,,,,,
Handia,Baboopur Belo,3629,0.411542697,888,,,,,,,
Handia,Pataya,3835,0.43490906,888,,,,,,,
Handia,Khakhaicha,6425,0.728567403,888,,,,,,,
Handia,Haripur Wasana,642,0.072835689,888,,,,,,,
Handia,Basana Khas,3412,0.386913288,888,,,,,,,
Handia,Pure Thakurain Ta.Barista,1066,0.120831462,888,,,,,,,
Handia,Gosaisipur,856,0.097044084,888,,,,,,,
Handia,Bazati,7362,0.834873829,888,,,,,,,
Handia,Basanehata,2940,0.333444313,888,,,,,,,
Handia,Bhempur,854,0.096833575,888,,,,,,,
Handia,Gulchapa,3061,0.347127319,888,,,,,,,
Handia,Dalapatpur,2944,0.333865329,888,,,,,,,
Handia,Paharpur,1773,0.201034924,888,,,,,,,
Handia,Kalana,3078,0.349021888,888,,,,,,,
Handia,Neemi Ta. Utraon,2066,0.234295152,888,,,,,,,
Handia,Chak Lal Man,158,0.017893161,888,,,,,,,
Handia,Chauka,2486,0.281869909,888,,,,,,,
Handia,Janghai,10715,1.215050868,888,,,,,,,
Handia,Soirai,1450,0.164406571,888,,,,,,,
Handia,Katehari,3356,0.380598054,888,,,,,,,
Handia,Baresta Khurd,1938,0.219770116,888,,,,,,,
Handia,Ugapur,2200,0.249451711,888,,,,,,,
Handia,Jamuwa,2138,0.242504955,888,,,,,,,
Handia,Zalalpur Mutfarka,2887,0.327339587,888,,,,,,,
Handia,Karuwa Dih,6169,0.699517332,888,,,,,,,
Handia,Patwa Mutfarka,1793,0.203350509,888,,,,,,,
Handia,Newada Barauna,1149,0.130304312,888,,,,,,,
Handia,Saripur,3601,0.408385081,888,,,,,,,
Handia,Shri Rampur,1015,0.115147752,888,,,,,,,
Handia,Mathoe,2278,0.258293038,888,,,,,,,
Handia,Bhoolend,3531,0.400385785,888,,,,,,,
Handia,Suraju Patti,2517,0.28544854,888,,,,,,,
Handia,Pilakhini,2565,0.290921743,888,,,,,,,
Handia,Newada Janghai,1678,0.190299027,888,,,,,,,
Handia,Atar Suiya,1611,0.182720747,888,,,,,,,
Handia,Haripur Patti,3184,0.361020831,888,,,,,,,
Handia,Molawa Kalan,1103,0.125041617,888,,,,,,,
Handia,Champapur,3330,0.377650946,888,,,,,,,
Handia,Rasulaha Mohammadpur,897,0.101675255,888,,,,,,,
Handia,Chhatauna,9723,1.102639717,888,,,,,,,
Handia,Bagheri,3741,0.424173164,888,,,,,,,
Handia,Pratappur Khurd,3271,0.370914697,888,,,,,,,
Handia,Bela Khas,5016,0.568792004,888,,,,,,,
Handia,Maharachha,2723,0.308814904,888,,,,,,,
Handia,Ara Khurd,4463,0.506060687,888,,,,,,,
Handia,Salehpur,433,0.049048311,888,,,,,,,
Handia,Khijirpur,1867,0.21177082,888,,,,,,,
Handia,Kailai,141,0.01599859,888,,,,,,,
Handia,Ranipur,2931,0.332391774,888,,,,,,,
Handia,Shekhpur,199,0.022524332,888,,,,,,,
Handia,Kasaunjha Urf Pure Raghai,2755,0.312393535,888,,,,,,,
Handia,Savar Jaraiyar,0,0,888,,,,,,,
Handia,Sadarepur,1476,0.16735368,888,,,,,,,
Handia,Molawa Khurd,1040,0.117884353,888,,,,,,,
Handia,Semari,5714,0.647942927,888,,,,,,,
Handia,Pure Jaysingh,338,0.038312415,888,,,,,,,
Handia,Bharauti,1504,0.170511297,888,,,,,,,
Handia,Newada Bela,2419,0.274291629,888,,,,,,,
Handia,Pratappur Kalan,1260,0.142934778,888,,,,,,,
Handia,Anuva,3774,0.427962304,888,,,,,,,
Handia,Rampur,1799,0.203982033,888,,,,,,,
Handia,Devali,3768,0.42733078,888,,,,,,,
Handia,Januwadih,2031,0.230295504,888,,,,,,,
Handia,Saraya Mand,718,0.081466508,888,,,,,,,
Handia,Jhari,1760,0.19956137,888,,,,,,,
Handia,Chanethu,5679,0.643943279,888,,,,,,,
Handia,Chak Gahari,193,0.021892808,888,,,,,,,
Handia,Bhaelakha,3638,0.412595236,888,,,,,,,
Handia,Haibatpur,1227,0.139145638,888,,,,,,,
Handia,Ajehara,989,0.112200643,888,,,,,,,
Handia,Gurgoan,2198,0.249241204,888,,,,,,,
Handia,Chak Hanuman,45,0.005052187,888,,,,,,,
Handia,Chak Thakuraen,84,0.00947285,888,,,,,,,
Handia,Bindrawan,1166,0.132198882,888,,,,,,,
Handia,Samaruwa,1364,0.154723214,888,,,,,,,
Handia,Barana,1474,0.167143172,888,,,,,,,
Handia,Chak Shah Isarar Ali,423,0.047995772,888,,,,,,,
Handia,Miyan Patti,2937,0.333023298,888,,,,,,,
Handia,Dhurrwan,1693,0.191983089,888,,,,,,,
Handia,Muhiddinpur,10635,1.205999034,888,,,,,,,
Handia,Chak Puremiyan,2254,0.255556437,888,,,,,,,
Handia,Bariyari,2486,0.281869909,888,,,,,,,
Handia,Malethuwa,6870,0.77908927,888,,,,,,,
Handia,Hiramanpur,4427,0.50206104,888,,,,,,,
Handia,Gaoharpur Ta.Masari,2408,0.273028582,888,,,,,,,
Handia,Sithauli,7591,0.860766286,888,,,,,,,
Handia,Wari,5814,0.659310347,888,,,,,,,
Handia,Sarai Mamarej,5500,0.623734532,888,,,,,,,
Handia,Akabarpur Miyanpatti,43,0.004841679,888,,,,,,,
Handia,Fatehpur Maphi,3818,0.43301449,888,,,,,,,
Handia,Pure Rudae,345,0.039154446,888,,,,,,,
Handia,Chandopara,5053,0.57300216,888,,,,,,,
Handia,Nimiwari,1357,0.153881183,888,,,,,,,
Handia,Nasirpatti,3449,0.391123443,888,,,,,,,
Handia,Sahabpur,1528,0.173247897,888,,,,,,,
Handia,Chaturbhojpoor,2736,0.310288458,888,,,,,,,
Handia,Majhiyari Ta. Chhatauna,741,0.083992601,888,,,,,,,
Handia,Varendra,3501,0.39701766,888,,,,,,,
Handia,Bariyanwa,1622,0.183983794,888,,,,,,,
Handia,Alawalpur,926,0.105043379,888,,,,,,,
Handia,Bhadari,2625,0.297657992,888,,,,,,,
Handia,Manipur,1400,0.158722861,888,,,,,,,
Handia,Majhayar Wari,265,0.030102611,888,,,,,,,
Handia,Saidaha Sathar,2151,0.243978509,888,,,,,,,
Handia,Bhawanipur,2853,0.323550447,888,,,,,,,
Handia,Bhoja Raja,447,0.050732374,888,,,,,,,
Handia,Marawa,3124,0.354284582,888,,,,,,,
Handia,Kajipur Sather,646,0.073256705,888,,,,,,,
Handia,Sathar,2935,0.33281279,888,,,,,,,
Handia,Jalalpur Kasba,9220,1.045592111,888,,,,,,,
Handia,Jayantipur,71,0.007999296,888,,,,,,,
Handia,Pure Misir,923,0.104622364,888,,,,,,,
Handia,Dubhara Ta Sather,1064,0.120620954,888,,,,,,,
Handia,Sarkuddinpur,757,0.085887172,888,,,,,,,
Handia,Sawaran,2599,0.294710883,888,,,,,,,
Handia,Dhaurhara,577,0.065467917,888,,,,,,,
Handia,Basegit,808,0.091570881,888,,,,,,,
Handia,Deobara,536,0.060836746,888,,,,,,,
Handia,Jalalpur Chandopara,2038,0.231137535,888,,,,,,,
Handia,Pure Sada Bhala,1721,0.195140706,888,,,,,,,
Handia,Babuwapur,767,0.08693971,888,,,,,,,
Handia,Pataila,1437,0.162933017,888,,,,,,,
Handia,Rithuwa,3455,0.391754966,888,,,,,,,
Handia,Pure Lutae,2192,0.24860968,888,,,,,,,
Handia,Pure Dih,1190,0.134935482,888,,,,,,,
Handia,Bahupur,1366,0.154933721,888,,,,,,,
Handia,Baghapur,204,0.023155855,888,,,,,,,
Handia,Vaksapur,963,0.109253534,888,,,,,,,
Handia,Chakiya Chandopara,982,0.111358612,888,,,,,,,
Handia,Chakiya Urf Chak Todar,297,0.033681244,888,,,,,,,
Handia,Kishunipur,1479,0.167774695,888,,,,,,,
Handia,Chakiya Sathar,3046,0.345443256,888,,,,,,,
Handia,Chak Mnohar,186,0.021050777,888,,,,,,,
Handia,Babupur Sathar,1543,0.17493196,888,,,,,,,
Handia,Ara Kalan,9126,1.034856215,888,,,,,,,
Handia,Sonabarsa,939,0.106516933,888,,,,,,,
Handia,Chetara,1348,0.152828643,888,,,,,,,
Handia,Chaka Kathar,384,0.043575109,888,,,,,,,
Handia,Nekanamepur,1377,0.156196768,888,,,,,,,
Handia,Makadumpur,1554,0.176195006,888,,,,,,,
Handia,Gobindapur,601,0.068204518,888,,,,,,,
Handia,Pipri Ahamad Bhadohi,3544,0.40185934,888,,,,,,,
Handia,Maharajpur,1344,0.152407628,888,,,,,,,
Handia,Pattiram,1738,0.197035276,888,,,,,,,
Handia,Mahuwa Kothi,2972,0.337022945,888,,,,,,,
Handia,Sirasa,2610,0.295973929,888,,,,,,,
Handia,Yakoobpur,1468,0.166511649,888,,,,,,,
Handia,Couri,2942,0.333654821,888,,,,,,,
Handia,Saray Alam,2580,0.292605805,888,,,,,,,
Handia,Sanda Barauna,2484,0.281659401,888,,,,,,,
Handia,Sevana,1738,0.197035276,888,,,,,,,
Handia,Golawa,791,0.089676312,888,,,,,,,
Handia,Chafala,1828,0.207350157,888,,,,,,,
Handia,Mavaiya Hindubani,1262,0.143145286,888,,,,,,,
Handia,Sari,1233,0.139777162,888,,,,,,,
Handia,Bhagipur,934,0.10588541,888,,,,,,,
Handia,Koet Dakchin,2367,0.268397412,888,,,,,,,
Handia,Daser,2185,0.247767649,888,,,,,,,
Handia,Mavaiya Turkani,1049,0.118936892,888,,,,,,,
Handia,Tilakath,1435,0.162722508,888,,,,,,,
Handia,Gothawa,2744,0.311130489,888,,,,,,,
Handia,Dholi,1221,0.138514115,888,,,,,,,
Handia,Bibipur,1468,0.166511649,888,,,,,,,
Handia,Mahatikar,1105,0.125252125,888,,,,,,,
Handia,Kundanpur,1535,0.174089929,888,,,,,,,
Handia,Firojpur,479,0.054311006,888,,,,,,,
Handia,Nagnathpur,700,0.079361431,888,,,,,,,
Handia,Hasanpur Utrawan,1004,0.113884705,888,,,,,,,
Handia,Chak Barh,189,0.021471793,888,,,,,,,
Handia,Vikrampur,2582,0.292816313,888,,,,,,,
Handia,Birahimpur,306,0.034733782,888,,,,,,,
Handia,Rasulpur Siya Dih,923,0.104622364,888,,,,,,,
Handia,Chak Hauda,1156,0.131146343,888,,,,,,,
Handia,Haivat Patti,436,0.049469327,888,,,,,,,
Handia,Nanda Patti,525,0.0595737,888,,,,,,,
Handia,Ishwarpur,2499,0.283343463,888,,,,,,,
Handia,Goaharpur Ta. Jalalpur,845,0.095781037,888,,,,,,,
Handia,Muhiuddinpur,1001,0.11346369,888,,,,,,,
Handia,Sansaripur,2009,0.227769411,888,,,,,,,
Handia,Kamalaha Urf Kamalpur,462,0.052416436,888,,,,,,,
Handia,Balipur,1299,0.147355442,888,,,,,,,
Handia,Dayalapur,1832,0.207771173,888,,,,,,,
Handia,Rauni,301,0.03410226,888,,,,,,,
Handia,Muhammadabad,4685,0.53132162,888,,,,,,,
Handia,Bibiwari,343,0.038943938,888,,,,,,,
Handia,Chak Sanda,407,0.046101203,888,,,,,,,
Handia,Shahari Bojh,2959,0.335549391,888,,,,,,,
Handia,Marro,3516,0.398701723,888,,,,,,,
Handia,Sanda,1754,0.198929846,888,,,,,,,
Handia,Kundaura,1357,0.153881183,888,,,,,,,
Handia,Barua Bojh,1212,0.137461576,888,,,,,,,
Handia,Bargaon,1871,0.212191836,888,,,,,,,
Handia,Haripur Mishrpur,2246,0.254714406,888,,,,,,,
Handia,Kharahara,2228,0.252609328,888,,,,,,,
Handia,Chak Hafiz,976,0.110727089,888,,,,,,,
Handia,Usmapur,880,0.099780684,888,,,,,,,
Handia,Naraharpur,1346,0.152618136,888,,,,,,,
Handia,Kunvarpur,217,0.02462941,888,,,,,,,
Handia,Sarayan Baksa,1704,0.193246136,888,,,,,,,
Handia,Dattepur,1470,0.166722157,888,,,,,,,
Handia,Gopalipur,5161,0.58521161,888,,,,,,,
Handia,Khuram Sahapur,3779,0.428593827,888,,,,,,,
Handia,Devadahana,1749,0.198298323,888,,,,,,,
Handia,Kajipur Ta. Utraon,2324,0.263555732,888,,,,,,,
Handia,Meethupur,3408,0.386492272,888,,,,,,,
Handia,Ghurepur,598,0.067783503,888,,,,,,,
Handia,Faridpur,1221,0.138514115,888,,,,,,,
Handia,Masarhi,6133,0.695517683,888,,,,,,,
Handia,Bhusalpur,1389,0.157459814,888,,,,,,,
Handia,Hasanpur Mutafarka,1879,0.213033867,888,,,,,,,
Handia,Chak Sarag,874,0.099149161,888,,,,,,,
Handia,Himmat Bahar,839,0.095149513,888,,,,,,,
Handia,Sarayan Baki,460,0.052205928,888,,,,,,,
Handia,Chak Mohammad Ameen,1188,0.134724975,888,,,,,,,
Handia,Khiji Raha,1945,0.220612147,888,,,,,,,
Handia,Salempur Basgit,679,0.077045845,888,,,,,,,
Handia,Govindpur Dubay,310,0.035154798,888,,,,,,,
Handia,Yasinpur,2248,0.254924914,888,,,,,,,
Handia,Sarai Ismail,6239,0.707516626,888,,,,,,,
Handia,Basgit,5318,0.603104771,888,,,,,,,
Handia,Veere Saon,1099,0.124620602,888,,,,,,,
Handia,Bhopatpur,1752,0.198719338,888,,,,,,,
Handia,Kabiruddeenpur,2406,0.272818074,888,,,,,,,
Handia,Arhani,2825,0.320392831,888,,,,,,,
Handia,Chak Madhukar,9,0.001052538,888,,,,,,,
Handia,Vithalpur Varamadpur,1919,0.217665038,888,,,,,,,
Handia,Rampur,1743,0.197666799,888,,,,,,,
Handia,Mairadan,1535,0.174089929,888,,,,,,,
Handia,Mira Patti,58,0.006525741,888,,,,,,,
Handia,Hakimpur,581,0.065888933,888,,,,,,,
Handia,Khairuddinpur,271,0.030734135,888,,,,,,,
Handia,Sarayan Mohammad Jia,1674,0.189878012,888,,,,,,,
Handia,Ghatoopur,1795,0.203561017,888,,,,,,,
Handia,Kamanapur,483,0.054732021,888,,,,,,,
Handia,Bhawar Garh,1058,0.119989431,888,,,,,,,
Handia,Chatpur Patti,2044,0.231769059,888,,,,,,,
Handia,Bandi Patti,4023,0.456170345,888,,,,,,,
Handia,Antaraura Ta. Basagit,3607,0.409016604,888,,,,,,,
Handia,Bibipur,3644,0.413226759,888,,,,,,,
Handia,Thariya,2474,0.280606862,888,,,,,,,
Handia,Lokapur,303,0.034312767,888,,,,,,,
Handia,Maharupur,2346,0.266081826,888,,,,,,,
Handia,Dughara Ta. Utaraw,1142,0.129462281,888,,,,,,,
Handia,Mishri,5404,0.612788129,888,,,,,,,
Handia,Mulanapur,2914,0.330497205,888,,,,,,,
Handia,Paiguwa,1554,0.176195006,888,,,,,,,
Handia,Samala Patti,986,0.111779627,888,,,,,,,
Handia,Raniyadih,1175,0.133251421,888,,,,,,,
Handia,Jaguwa Saray Pitha,1968,0.22313824,888,,,,,,,
Handia,Inayat Patti,3874,0.439329723,888,,,,,,,
Handia,Darogapur,1478,0.167564188,888,,,,,,,
Handia,Deva,2536,0.287553618,888,,,,,,,
Handia,Dighauta,2406,0.272818074,888,,,,,,,
Handia,Ghamaha,1251,0.14188224,888,,,,,,,
Handia,Katahara,5580,0.632786367,888,,,,,,,
Handia,Jagadishpur,7152,0.811086451,888,,,,,,,
Handia,Madaripur,746,0.084624125,888,,,,,,,
Handia,Naikipur,2157,0.244610033,888,,,,,,,
Handia,Motiha,4453,0.505008149,888,,,,,,,
Handia,Kharagpur,889,0.100833224,888,,,,,,,
Handia,Saidaha Ta. Utaraw,984,0.11156912,888,,,,,,,
Handia,Varibhit,72,0.008209803,888,,,,,,,
Handia,Banpurawa Saraipitha,3347,0.379545515,888,,,,,,,
Handia,Masoidiya,97,0.010946405,888,,,,,,,
Handia,Sarai Alam Ta. Utraon,1595,0.180826178,888,,,,,,,
Handia,Shripur Ta. Utraon,774,0.087781741,888,,,,,,,
Handia,Damagarha,5879,0.666678119,888,,,,,,,
Handia,Koripur,780,0.088413265,888,,,,,,,
Handia,Mahajana,1793,0.203350509,888,,,,,,,
Handia,Muohammadpur Ta. Utaraw,843,0.095570529,888,,,,,,,
Handia,Chak Parwal,0,0,888,,,,,,,
Handia,Poadan,2679,0.303762717,888,,,,,,,
Handia,Benipur,2291,0.259766592,888,,,,,,,
Handia,Dubepur,184,0.02084027,888,,,,,,,
Handia,Sadulaha,1535,0.174089929,888,,,,,,,
Handia,Revathoo,3896,0.441855816,888,,,,,,,
Handia,Paretipur,1054,0.119568416,888,,,,,,,
Handia,Bhoosandpur,1168,0.13240939,888,,,,,,,
Handia,Chabilaha,1149,0.130304312,888,,,,,,,
Handia,Khamariya,1125,0.12756771,888,,,,,,,
Handia,Parawa,1845,0.209244727,888,,,,,,,
Handia,Khojhva,0,0,888,,,,,,,
Handia,Kanakpur Ta. Utraon,0,0,888,,,,,,,
Handia,Shiki Khurdh,1797,0.203771524,888,,,,,,,
Handia,Sadarepur,5008,0.567949973,888,,,,,,,
Handia,Bhui,4572,0.518480646,888,,,,,,,
Handia,Karauha,1496,0.169669266,888,,,,,,,
Handia,Vanpurava Paratipur,724,0.082098032,888,,,,,,,
Handia,Kevai Bujurg,1838,0.208402695,888,,,,,,,
Handia,Ghatampur,3087,0.350074427,888,,,,,,,
Handia,Bhupatti,633,0.071783151,888,,,,,,,
Handia,Annaw,1190,0.134935482,888,,,,,,,
Handia,Nau Bazar,1331,0.150934074,888,,,,,,,
Handia,Chak Shudarshan,1563,0.177247545,888,,,,,,,
Handia,Chakiya Girdh Kot,2378,0.269660457,888,,,,,,,
Handia,Pakari,2892,0.327971111,888,,,,,,,
Handia,Sevar Rahai,0,0,888,,,,,,,
Handia,Sinki Masarhi,0,0,888,,,,,,,
Handia,Ataraura Sansaripur,0,0,888,,,,,,,
Handia,Ataraora Girdh Kot,0,0,888,,,,,,,
Handia,Ajabaiga,0,0,888,,,,,,,
Handia,Kaviraha,427,0.048416788,888,,,,,,,
Handia,Jaraon,6508,0.738040254,888,,,,,,,
Handia,Dhanupur,815,0.092412912,888,,,,,,,
Handia,Dhoraha,1598,0.181247193,888,,,,,,,
Handia,Vithauli,2905,0.329444665,888,,,,,,,
Handia,Rampur Saray Pitha,1197,0.135777513,888,,,,,,,
Handia,Dhoura Hara,3611,0.409437619,888,,,,,,,
Handia,Utarava,5435,0.616366761,888,,,,,,,
Handia,Shahipur,4524,0.513007443,888,,,,,,,
Handia,Saray Bansi,1537,0.174300437,888,,,,,,,
Handia,Sarai Hoosay,2241,0.254082882,888,,,,,,,
Handia,Dadupur,1424,0.161459463,888,,,,,,,
Handia,Nonara,449,0.050942881,888,,,,,,,
Handia,Barauna,4039,0.458064915,888,,,,,,,
Handia,Kalipur,97,0.010946405,888,,,,,,,
Handia,Dharupur,1376,0.15598626,888,,,,,,,
Handia,Mamarkha,4013,0.455117806,888,,,,,,,
Handia,Shiki Kala,1092,0.12377857,888,,,,,,,
Handia,Chak Jivan Dih,351,0.039785969,888,,,,,,,
Handia,Doadhuya,1531,0.173668913,888,,,,,,,
Handia,Bag Krishna,11,0.001263047,888,,,,,,,
Handia,Samodhipur,5292,0.600157662,888,,,,,,,
Handia,Kiraon,10290,1.166844588,888,,,,,,,
Handia,Vajpur,2434,0.275975691,888,,,,,,,
Handia,Bansi Patti,381,0.043154094,888,,,,,,,
Handia,Girda Kot,4524,0.513007443,888,,,,,,,
Handia,Kisunipur,1372,0.155565245,888,,,,,,,
Handia,Chak Nandu,3022,0.342706655,888,,,,,,,
Handia,Bhura,1127,0.127778219,888,,,,,,,
Handia,Pyagipur,2033,0.230506012,888,,,,,,,
Handia,Saifabad,485,0.054942528,888,,,,,,,
Handia,Arjun Patti,4275,0.484799402,888,,,,,,,
Handia,Siya Dih,7347,0.833189767,888,,,,,,,
Handia,Amepur,2814,0.319129784,888,,,,,,,
Handia,Valipur,1368,0.155144229,888,,,,,,,
Handia,Ratipur,676,0.076624829,888,,,,,,,
Handia,Madhopur Jagdispur,1353,0.153460167,888,,,,,,,
Handia,Marro,93,0.010525389,888,,,,,,,
Handia,Sarifpur,3715,0.421226055,888,,,,,,,
Handia,Tiwaripur,479,0.054311006,888,,,,,,,
Handia,Chakamada Riha,1114,0.126304664,888,,,,,,,
Handia,Bathupur,679,0.077045845,888,,,,,,,
Handia,Midiura,2918,0.33091822,888,,,,,,,
Handia,Darhi,1771,0.200824416,888,,,,,,,
Handia,Dhudehri,1706,0.193456644,888,,,,,,,
Handia,Pratappur,466,0.052837452,888,,,,,,,
Handia,Valipur,1925,0.218296561,888,,,,,,,
Handia,Shahpur,1953,0.221454178,888,,,,,,,
Handia,Chaka,3904,0.442697847,888,,,,,,,
Handia,Govindapur Ratipur,89,0.010104373,888,,,,,,,
Handia,Dhansipur,1350,0.153039151,888,,,,,,,
Handia,Baldiha,1487,0.168616726,888,,,,,,,
Handia,Maksudna,2404,0.272607566,888,,,,,,,
Handia,Sarai Pitha,4923,0.558266615,888,,,,,,,
Handia,Rehimpatti,1595,0.180826178,888,,,,,,,
Handia,Bhavanipur,19,0.002105078,888,,,,,,,
Handia,Khanapur,1949,0.221033162,888,,,,,,,
Handia,Shukulpur,1556,0.176405514,888,,,,,,,
Handia,Tatrapur,486,0.055153037,888,,,,,,,
