state_code,district_code,region_name,enumeration_code,floating_pop,subdistrict_code,village_code
9,135,Moradabad,Urban,7991,0,0
9,136,Rampur,Total,3530,0,0
9,136,Rampur,Rural,2012,0,0
9,136,Rampur,Urban,1518,0,0
9,137,Jyotiba Phule Nagar,Total,3534,0,0
9,137,Jyotiba Phule Nagar,Rural,2596,0,0
9,137,Jyotiba Phule Nagar,Urban,938,0,0
9,138,Meerut,Total,13526,0,0
9,138,Meerut,Rural,3480,0,0
9,138,Meerut,Urban,10046,0,0
9,139,Baghpat,Total,8445,0,0
9,139,Baghpat,Rural,7546,0,0
9,139,Baghpat,Urban,899,0,0
9,140,Ghaziabad,Total,47974,0,0
9,140,Ghaziabad,Rural,9212,0,0
9,140,Ghaziabad,Urban,38762,0,0
9,141,Gautam Buddha Nagar,Total,28186,0,0
9,141,Gautam Buddha Nagar,Rural,2218,0,0
9,141,Gautam Buddha Nagar,Urban,25968,0,0
9,142,Bulandshahr,Total,9533,0,0
9,142,Bulandshahr,Rural,5829,0,0
9,142,Bulandshahr,Urban,3704,0,0
9,143,Aligarh,Total,15492,0,0
9,143,Aligarh,Rural,7274,0,0
9,143,Aligarh,Urban,8218,0,0
9,144,Mahamaya Nagar,Total,2343,0,0
9,144,Mahamaya Nagar,Rural,1549,0,0
9,144,Mahamaya Nagar,Urban,794,0,0
9,145,Mathura,Total,11149,0,0
9,145,Mathura,Rural,5499,0,0
9,145,Mathura,Urban,5650,0,0
9,146,Agra,Total,11966,0,0
9,146,Agra,Rural,3886,0,0
9,146,Agra,Urban,8080,0,0
9,147,Firozabad,Total,8737,0,0
9,147,Firozabad,Rural,3853,0,0
9,147,Firozabad,Urban,4884,0,0
9,148,Mainpuri,Total,3762,0,0
9,148,Mainpuri,Rural,2235,0,0
9,148,Mainpuri,Urban,1527,0,0
9,149,Budaun,Total,5243,0,0
9,149,Budaun,Rural,3875,0,0
9,149,Budaun,Urban,1368,0,0
9,150,Bareilly,Total,11748,0,0
9,150,Bareilly,Rural,4866,0,0
9,150,Bareilly,Urban,6882,0,0
9,151,Pilibhit,Total,3123,0,0
9,151,Pilibhit,Rural,1361,0,0
9,151,Pilibhit,Urban,1762,0,0
9,152,Shahjahanpur,Total,4256,0,0
9,152,Shahjahanpur,Rural,2610,0,0
9,152,Shahjahanpur,Urban,1646,0,0
9,153,Kheri,Total,6860,0,0
9,153,Kheri,Rural,4869,0,0
9,153,Kheri,Urban,1991,0,0
9,154,Sitapur,Total,8963,0,0
9,154,Sitapur,Rural,3912,0,0
9,154,Sitapur,Urban,5051,0,0
9,155,Hardoi,Total,4051,0,0
9,155,Hardoi,Rural,2267,0,0
9,155,Hardoi,Urban,1784,0,0
9,156,Unnao,Total,6381,0,0
9,156,Unnao,Rural,3787,0,0
9,156,Unnao,Urban,2594,0,0
9,157,Lucknow,Total,26325,0,0
9,157,Lucknow,Rural,5816,0,0
9,157,Lucknow,Urban,20509,0,0
9,158,Rae Bareli,Total,7073,0,0
9,158,Rae Bareli,Rural,5755,0,0
9,158,Rae Bareli,Urban,1318,0,0
9,159,Farrukhabad,Total,6471,0,0
9,159,Farrukhabad,Rural,5178,0,0
9,159,Farrukhabad,Urban,1293,0,0
9,160,Kannauj,Total,3323,0,0
9,160,Kannauj,Rural,2599,0,0
9,160,Kannauj,Urban,724,0,0
9,161,Etawah,Total,6941,0,0
9,161,Etawah,Rural,5173,0,0
9,161,Etawah,Urban,1768,0,0
9,162,Auraiya,Total,4157,0,0
9,162,Auraiya,Rural,2099,0,0
9,162,Auraiya,Urban,2058,0,0
9,163,Kanpur Dehat,Total,3519,0,0
9,163,Kanpur Dehat,Rural,3011,0,0
9,163,Kanpur Dehat,Urban,508,0,0
9,164,Kanpur Nagar,Total,28211,0,0
9,164,Kanpur Nagar,Rural,2356,0,0
9,164,Kanpur Nagar,Urban,25855,0,0
9,165,Jalaun,Total,2609,0,0
9,165,Jalaun,Rural,1111,0,0
9,165,Jalaun,Urban,1498,0,0
9,166,Jhansi,Total,7338,0,0
9,166,Jhansi,Rural,1287,0,0
9,166,Jhansi,Urban,6051,0,0
9,167,Lalitpur,Total,1792,0,0
9,167,Lalitpur,Rural,1097,0,0
9,167,Lalitpur,Urban,695,0,0
9,168,Hamirpur,Total,2987,0,0
9,168,Hamirpur,Rural,898,0,0
9,168,Hamirpur,Urban,2089,0,0
9,169,Mahoba,Total,1487,0,0
9,169,Mahoba,Rural,654,0,0
9,169,Mahoba,Urban,833,0,0
9,170,Banda,Total,2766,0,0
9,170,Banda,Rural,1702,0,0
9,170,Banda,Urban,1064,0,0
9,171,Chitrakoot,Total,1679,0,0
9,171,Chitrakoot,Rural,1308,0,0
9,171,Chitrakoot,Urban,371,0,0
9,172,Fatehpur,Total,3910,0,0
9,172,Fatehpur,Rural,2750,0,0
9,172,Fatehpur,Urban,1160,0,0
9,173,Pratapgarh,Total,5027,0,0
9,173,Pratapgarh,Rural,4705,0,0
9,173,Pratapgarh,Urban,322,0,0
9,174,Kaushambi,Total,1471,0,0
9,174,Kaushambi,Rural,1293,0,0
9,174,Kaushambi,Urban,178,0,0
9,175,Allahabad,Total,19020,0,0
9,175,Allahabad,Rural,7887,0,0
9,175,Allahabad,Urban,11133,0,0
9,176,Bara Banki,Total,6463,0,0
9,176,Bara Banki,Rural,5450,0,0
9,176,Bara Banki,Urban,1013,0,0
9,177,Faizabad,Total,6975,0,0
9,177,Faizabad,Rural,5154,0,0
9,177,Faizabad,Urban,1821,0,0
9,178,Ambedkar Nagar,Total,4547,0,0
9,178,Ambedkar Nagar,Rural,3988,0,0
9,178,Ambedkar Nagar,Urban,559,0,0
9,179,Sultanpur,Total,10275,0,0
9,179,Sultanpur,Rural,9165,0,0
9,179,Sultanpur,Urban,1110,0,0
9,180,Bahraich,Total,5108,0,0
9,180,Bahraich,Rural,4682,0,0
9,180,Bahraich,Urban,426,0,0
9,181,Shrawasti,Total,1187,0,0
9,181,Shrawasti,Rural,1141,0,0
9,181,Shrawasti,Urban,46,0,0
9,182,Balrampur,Total,2505,0,0
9,182,Balrampur,Rural,2146,0,0
9,182,Balrampur,Urban,359,0,0
9,183,Gonda,Total,5707,0,0
9,183,Gonda,Rural,4181,0,0
9,183,Gonda,Urban,1526,0,0
9,184,Siddharthnagar,Total,4078,0,0
9,184,Siddharthnagar,Rural,3729,0,0
9,184,Siddharthnagar,Urban,349,0,0
9,185,Basti,Total,5268,0,0
9,185,Basti,Rural,4934,0,0
9,185,Basti,Urban,334,0,0
9,186,Sant Kabir Nagar,Total,2197,0,0
9,186,Sant Kabir Nagar,Rural,1909,0,0
9,186,Sant Kabir Nagar,Urban,288,0,0
9,187,Mahrajganj,Total,2717,0,0
9,187,Mahrajganj,Rural,2488,0,0
9,187,Mahrajganj,Urban,229,0,0
9,188,Gorakhpur,Total,6809,0,0
9,188,Gorakhpur,Rural,4037,0,0
9,188,Gorakhpur,Urban,2772,0,0
9,189,Kushinagar,Total,3605,0,0
9,189,Kushinagar,Rural,3274,0,0
9,189,Kushinagar,Urban,331,0,0
9,190,Deoria,Total,7366,0,0
9,190,Deoria,Rural,5798,0,0
9,190,Deoria,Urban,1568,0,0
9,191,Azamgarh,Total,6207,0,0
9,191,Azamgarh,Rural,4940,0,0
9,191,Azamgarh,Urban,1267,0,0
9,192,Mau,Total,4351,0,0
9,192,Mau,Rural,3215,0,0
9,192,Mau,Urban,1136,0,0
9,193,Ballia,Total,4135,0,0
9,193,Ballia,Rural,3592,0,0
9,193,Ballia,Urban,543,0,0
9,194,Jaunpur,Total,7884,0,0
9,194,Jaunpur,Rural,7429,0,0
9,194,Jaunpur,Urban,455,0,0
9,195,Ghazipur,Total,4168,0,0
9,195,Ghazipur,Rural,3532,0,0
9,195,Ghazipur,Urban,636,0,0
9,196,Chandauli,Total,2366,0,0
9,196,Chandauli,Rural,1355,0,0
9,196,Chandauli,Urban,1011,0,0
9,197,Varanasi,Total,15206,0,0
9,197,Varanasi,Rural,4300,0,0
9,197,Varanasi,Urban,10906,0,0
9,198,Sant Ravidas Nagar (Bhadohi),Total,2758,0,0
9,198,Sant Ravidas Nagar (Bhadohi),Rural,2330,0,0
9,198,Sant Ravidas Nagar (Bhadohi),Urban,428,0,0
9,199,Mirzapur,Total,4464,0,0
9,199,Mirzapur,Rural,2413,0,0
9,199,Mirzapur,Urban,2051,0,0
9,200,Sonbhadra,Total,3071,0,0
9,200,Sonbhadra,Rural,1426,0,0
9,200,Sonbhadra,Urban,1645,0,0
9,201,Etah,Total,4901,0,0
9,201,Etah,Rural,2769,0,0
9,201,Etah,Urban,2132,0,0
9,202,Kanshiram Nagar,Total,6105,0,0
9,202,Kanshiram Nagar,Rural,4988,0,0
9,202,Kanshiram Nagar,Urban,1117,0,0
5,0,UTTARAKHAND,Total,114791,0,0
5,0,UTTARAKHAND,Rural,68367,0,0
5,0,UTTARAKHAND,Urban,46424,0,0
5,56,Uttarkashi,Total,2641,0,0
5,56,Uttarkashi,Rural,2178,0,0
5,56,Uttarkashi,Urban,463,0,0
5,57,Chamoli,Total,7009,0,0
5,57,Chamoli,Rural,3162,0,0
5,57,Chamoli,Urban,3847,0,0
5,58,Rudraprayag,Total,2204,0,0
5,58,Rudraprayag,Rural,1262,0,0
5,58,Rudraprayag,Urban,942,0,0
5,59,Tehri Garhwal,Total,7608,0,0
5,59,Tehri Garhwal,Rural,5273,0,0
5,59,Tehri Garhwal,Urban,2335,0,0
5,60,Dehradun,Total,28261,0,0
5,60,Dehradun,Rural,13054,0,0
5,60,Dehradun,Urban,15207,0,0
5,61,Garhwal,Total,9118,0,0
5,61,Garhwal,Rural,7524,0,0
5,61,Garhwal,Urban,1594,0,0
5,62,Pithoragarh,Total,8348,0,0
5,62,Pithoragarh,Rural,5266,0,0
5,62,Pithoragarh,Urban,3082,0,0
5,63,Bageshwar,Total,1862,0,0
5,63,Bageshwar,Rural,1790,0,0
5,63,Bageshwar,Urban,72,0,0
5,64,"Almora
",Total,3668,0,0
5,64,"Almora
",Rural,2917,0,0
5,64,"Almora
",Urban,751,0,0
5,65,Champawat,Total,1627,0,0
5,65,Champawat,Rural,1131,0,0
5,65,Champawat,Urban,496,0,0
5,66,Nainital,Total,10445,0,0
5,66,Nainital,Rural,6414,0,0
5,66,Nainital,Urban,4031,0,0
5,67,Udham Singh Nagar,Total,12925,0,0
5,67,Udham Singh Nagar,Rural,7311,0,0
5,67,Udham Singh Nagar,Urban,5614,0,0
5,68,Hardwar,Total,19075,0,0
5,68,Hardwar,Rural,11085,0,0
5,68,Hardwar,Urban,7990,0,0
19,0,WEST BENGAL,Total,311077,0,0
19,0,WEST BENGAL,Rural,141583,0,0
19,0,WEST BENGAL,Urban,169494,0,0
19,327,Darjiling,Total,7567,0,0
19,327,Darjiling,Rural,3526,0,0
19,327,Darjiling,Urban,4041,0,0
19,328,Jalpaiguri,Total,12395,0,0
19,328,Jalpaiguri,Rural,5472,0,0
19,328,Jalpaiguri,Urban,6923,0,0
19,329,Koch Bihar,Total,6201,0,0
19,329,Koch Bihar,Rural,4546,0,0
19,329,Koch Bihar,Urban,1655,0,0
19,330,Uttar Dinajpur,Total,11290,0,0
19,330,Uttar Dinajpur,Rural,4180,0,0
19,330,Uttar Dinajpur,Urban,7110,0,0
19,331,Dakshin Dinajpur,Total,3628,0,0
19,331,Dakshin Dinajpur,Rural,2924,0,0
19,331,Dakshin Dinajpur,Urban,704,0,0
19,332,Maldah,Total,14122,0,0
19,332,Maldah,Rural,5407,0,0
19,332,Maldah,Urban,8715,0,0
19,333,Murshidabad,Total,19315,0,0
19,333,Murshidabad,Rural,13989,0,0
19,333,Murshidabad,Urban,5326,0,0
19,334,Birbhum,Total,8828,0,0
19,334,Birbhum,Rural,7006,0,0
19,334,Birbhum,Urban,1822,0,0
19,335,Barddhaman,Total,27629,0,0
19,335,Barddhaman,Rural,16284,0,0
19,335,Barddhaman,Urban,11345,0,0
19,336,Nadia,Total,22031,0,0
19,336,Nadia,Rural,11456,0,0
19,336,Nadia,Urban,10575,0,0
19,337,North Twenty Four Parganas,Total,60705,0,0
19,337,North Twenty Four Parganas,Rural,14920,0,0
19,337,North Twenty Four Parganas,Urban,45785,0,0
19,338,Hugli,Total,26600,0,0
19,338,Hugli,Rural,10830,0,0
19,338,Hugli,Urban,15770,0,0
19,339,Bankura,Total,6836,0,0
19,339,Bankura,Rural,5988,0,0
19,339,Bankura,Urban,848,0,0
19,340,Puruliya,Total,4118,0,0
19,340,Puruliya,Rural,3311,0,0
19,340,Puruliya,Urban,807,0,0
19,341,Haora,Total,18163,0,0
19,341,Haora,Rural,4012,0,0
19,341,Haora,Urban,14151,0,0
19,342,Kolkata,Total,1255,0,0
19,342,Kolkata,Rural,0,0,0
19,342,Kolkata,Urban,1255,0,0
19,343,South Twenty Four Parganas,Total,26745,0,0
19,343,South Twenty Four Parganas,Rural,13326,0,0
19,343,South Twenty Four Parganas,Urban,13419,0,0
19,344,Paschim Medinipur,Total,10797,0,0
19,344,Paschim Medinipur,Rural,8113,0,0
19,344,Paschim Medinipur,Urban,2684,0,0
19,345,Purba Medinipur,Total,12052,0,0
19,345,Purba Medinipur,Rural,6293,0,0
19,345,Purba Medinipur,Urban,5759,0,0
